;Id;Label;timeset;isseed;seedrank;subscribercount;videocount;viewcount(100s);country;publishedat;daysactive;category
171;UCwj6PF5w6z0Gxyz23PCOl9Q;Quantum;;no;;43647;23;4891;FR;2015-07-30T21:03:35.000Z;1544;Technologie et informatique
172;UCeVpI1jEdMUfboWOtl_Bq6g;Iconoclaste;;no;;371398;245;451581;FR;2014-08-27T09:20:52.000Z;1881;Technologie et informatique
173;UCDg-IpBx2a3MgCqSvnHCfvw;Bronol;;no;;131132;49;123897;FR;2008-04-06T14:16:21.000Z;4215;Technologie et informatique
174;UC4IvegtE25i1iWDUhb5bQhA;Ascuns;;no;;68752;59;30549;FR;2015-09-06T15:46:58.000Z;1506;Technologie et informatique
175;UCfGfdZuYifBYb1fmZcL1JBQ;Trash;;no;;1681892;227;2863177;FR;2015-02-10T18:36:43.000Z;1714;Technologie et informatique
176;UCNPdmQb1CkYd-02btbdA79g;NÉO • Trash;;no;;261294;33;122721;FR;2016-06-14T21:07:11.000Z;1224;Technologie et informatique
177;UCjED9uS41ioeFuPfbR-OBlw;Les Freres Poulain;;no;;88076;118;55000;FR;2014-11-13T12:41:26.000Z;1803;undefined
178;UCVqx3vXNghSqUcVg2nmegYA;U꞊RI;;no;;39499;47;24893;FR;2015-01-05T14:57:44.000Z;1750;Technologie et informatique
179;UC9_nxvBohH1G2yR77XTdA2g;Tommy Desrochers;;no;;40891;233;42924;CA;2009-12-21T22:23:30.000Z;3590;Technologie et informatique
180;UCfSAX4DQjY0m2JxhjWzjDbA;Revolution-3D;;no;;8590;45;3997;FR;2016-07-26T09:39:53.000Z;1182;Technologie et informatique
181;UCz0CqjiwwN-31A-3oy7i4qw;RetroEtGeek;;no;;2196;39;1625;FR;2015-06-30T13:08:33.000Z;1574;Technologie et informatique
182;UCiDJtJKMICpb9B1qf7qjEOA;Adam Savage’s Tested;;no;;4336102;3729;7632399;US;2010-03-08T19:17:09.000Z;3514;Technologie et informatique
183;UCcapFP3gxL1aJiC8RdwxqRA;David Waelder;;no;;129655;170;166957;US;2012-02-03T23:22:44.000Z;2816;Technologie et informatique
184;UCO39zTYpvWL5jx2q15Ma_Hw;izzy swan;;no;;608931;401;838933;US;2008-05-10T23:57:10.000Z;4180;Technologie et informatique
185;UC27YZdcPTZM24PgjztxanEQ;Punished Props Academy;;no;;466994;654;308806;US;2011-12-23T09:57:25.000Z;2859;Technologie et informatique
186;UChtY6O8Ahw2cz05PS2GhUbg;Make:;;no;;1674508;2683;3414036;US;2006-03-23T04:54:50.000Z;4960;Technologie et informatique
187;UC6x7GwJxuoABSosgVXDYtTw;I Like To Make Stuff;;no;;2420910;302;1708035;US;2013-02-06T00:52:50.000Z;2448;Technologie et informatique
188;UC4v2tQ8GqP0RbmAzhp4IFkQ;April Wilkerson;;no;;966189;246;1157054;US;2012-09-24T01:37:10.000Z;2583;Technologie et informatique
189;UCNKcMBYP_-18FLgk4BYGtfw;AWE me;;no;;7264319;389;8027997;not set;2013-01-11T01:42:36.000Z;2474;Technologie et informatique
190;UCzGbp-rRVNwyFhn9gHoZr5g;I Build It - DIY Tips and Tricks;;no;;184415;237;275740;CA;2015-01-09T13:43:23.000Z;1746;Technologie et informatique
191;UC-7XY-W_C84cW2MNqujgFpg;Jay Bates - Woodworking Videos;;no;;554152;363;599237;US;2012-12-09T04:22:58.000Z;2507;Technologie et informatique
192;UCn9w4wb-MYSqbWEjenIC1FQ;Bert de Weert;;no;;16026;0;0;NL;2014-07-16T13:56:30.000Z;1923;Technologie et informatique
193;UCiEk4xHBbz0hZNIBBpowdYQ;jimmydiresta;;no;;1541726;399;2400037;US;2006-03-10T23:27:45.000Z;4972;Technologie et informatique
194;UC3_VCOJMaivgcGqPCTePLBA;frank howarth;;no;;505089;256;586169;US;2006-07-08T15:06:07.000Z;4853;Technologie et informatique
195;UCkhZ3X6pVbrEs_VzIPfwWgQ;Make it Extreme;;no;;1082732;96;1370638;GR;2015-07-04T18:29:24.000Z;1570;Technologie et informatique
196;UC9fGq2-6FaftcegcIadLf6A;Samuel Mamias;;no;;71186;250;121805;FR;2011-12-30T11:14:18.000Z;2852;Technologie et informatique
197;UCtaykeSsGhtn2o2BsPm-rsw;Make Something;;no;;523969;243;408311;US;2013-01-26T18:49:44.000Z;2459;Technologie et informatique
198;UCaDqmzanCq4ZYhdEm0Df9Qg;Yvan Monka;;yes;1.0;439175;1237;648157;FR;2008-09-21T20:41:35.000Z;4047;Mathématiques
199;UC4PasDd25MXqlXBogBw9CAg;Mickaël Launay;;yes;2.0;351319;155;271039;FR;2011-09-08T11:04:01.000Z;2965;Mathématiques
200;UCo-O74A4qVz6nq5cfCIee6w;jaicompris Maths;;yes;3.0;92276;1020;122783;FR;2013-02-25T15:08:24.000Z;2429;Mathématiques
201;UC0NCbj8CxzeCGIF6sODJ-7A;Science4All;;yes;4.0;159325;220;94922;FR;2016-02-10T11:08:14.000Z;1349;Mathématiques
202;UCWty1tzwZW_ZNSp5GVGteaA;La statistique expliquée à mon chat;;yes;5.0;219766;21;53815;BE;2016-03-09T17:06:02.000Z;1321;Mathématiques
203;UCgkhWgBGRp0sdFy2MHDWfSg;El Jj;;yes;6.0;60582;33;29871;not set;2013-09-24T08:47:17.000Z;2218;Mathématiques
204;UCDjXdK_Jg_0OqRlRhKiZ_Rw;Hans Amble - Puissance Maths;;yes;7.0;8034;1959;13651;FR;2016-03-13T14:15:26.000Z;1317;Mathématiques
205;UC9ciJmrLjCCkzTjQom6UlSw;L.P.B. Maths vidéo;;yes;8.0;1500;106;3226;FR;2012-12-07T22:03:33.000Z;2508;Mathématiques
206;UCS4O1o0sP3tNZb3FMG5xndw;Thierry Collet;;no;;55122;1779;145687;FR;2007-12-16T19:26:09.000Z;4327;Mathématiques
207;UCSO-j_Rg4gf_Wpsjf4MSLyw;Exo7Math;;no;;171503;435;250899;FR;2010-06-11T06:52:12.000Z;3419;Mathématiques
208;UCvJH9A4P5XX-m4ZzUJ8fXfg;MATHS - VIDEOS;;no;;40454;534;31589;FR;2006-04-06T04:31:46.000Z;4946;Mathématiques
209;UCIkCzk3ezlAxX5r2OFlHLaQ;julioprofe;;no;;3313351;1169;4497144;CO;2009-02-18T18:24:18.000Z;3897;Mathématiques
210;UCoxcjq-8xIDTYp3uz647V5A;Numberphile;;no;;2859922;517;3977321;not set;2011-09-15T12:45:01.000Z;2958;Mathématiques
211;UCuN72GDsZAcW6BHBCu7i24w;AnimathAssociation;;no;;701;3;731;not set;2012-11-06T13:28:45.000Z;2540;Mathématiques
212;UCItwXXOc61_6cEFn8QhNbdg;Comité International des Jeux Mathématiques;;no;;1174;4;25;not set;2013-05-14T10:14:33.000Z;2351;Mathématiques
213;UCrKGv5WY5ryaIXEmnxKVxOQ;Institut Henri Poincaré;;no;;15304;1098;15807;FR;2013-05-27T08:07:06.000Z;2338;Mathématiques
214;UC7myUXybJN3i_gLdSBlD_3g;PodcastScience;;no;;4843;93;1927;not set;2012-01-14T11:21:44.000Z;2837;Mathématiques
215;UCt2Tzl1Nr-mZxmALIYGxMsg;Fermat Science;;no;;1507;18;576;not set;2011-10-14T13:57:43.000Z;2929;Mathématiques
216;UCC_Uk-ByD_o3ZvsvRvHlX-A;Professeur Culture Précieuse;;no;;4678;68;2285;FR;2014-05-29T19:37:46.000Z;1971;Mathématiques
217;UCfY6ovyFMaw30NRs-KrxrWw;ZettaBytes  EPFL;;no;;5658;120;2011;CH;2016-10-20T15:55:06.000Z;1096;Mathématiques
218;UCD_VizaraVT9yDy1egNlWCQ;Wandida  EPFL;;no;;30527;557;34187;CH;2011-10-17T06:00:50.000Z;2926;Mathématiques
219;UCfqLgK5ajTbqY61mtNV_Agg;Science4All (english);;no;;5990;59;4542;US;2012-12-27T13:35:35.000Z;2489;Mathématiques
220;UCNHFiyWgsnaSOsMtSoV_Q1A;Axiome;;no;;10013;21;2025;not set;2017-07-27T15:08:45.000Z;816;Mathématiques
221;UCsz9DiwPtgDvxJ-njWnieZw;Passe-Science;;no;;36017;30;9629;FR;2015-05-25T13:13:16.000Z;1610;Mathématiques
222;UChniS87UUJztHrznBFuxx-Q;Math&Magique;;no;;2633;8;488;not set;2016-07-13T16:47:27.000Z;1195;Mathématiques
223;UCqA8H22FwgBVcF3GJpp0MQw;Monsieur Phi;;no;;115146;102;57594;FR;2016-07-14T15:32:42.000Z;1194;undefined
224;UCdH4RLzP9UIxV299clvj1rg;Mathrix;;no;;354694;882;185198;FR;2015-02-04T00:23:17.000Z;1720;Mathématiques
225;UCofQxJWd4qkqc7ZgaLkZfcw;Linguisticae;;no;;228436;152;130898;FR;2014-12-20T21:03:52.000Z;1766;Langue française, langues et linguistique
226;UCjYuVL-F6Ce3rx_z83cXUmw;WeAreScience;;no;;1606;12;223;not set;2015-10-30T15:57:57.000Z;1452;Mathématiques
227;UCT7LdcYQ2Dsu3OJ1JLqfhgg;Hans Amble Puissance maths PREPA et POSTBAC;;no;;1790;25;911;not set;2017-08-29T21:45:51.000Z;782;Mathématiques
228;UCxNQrMa0OCiYFQSFg9We5Og;Hans Amble - Maths au Collège;;no;;1810;369;2993;FR;2016-05-13T15:31:27.000Z;1256;Mathématiques
229;UCAcAnMF0OrCtUep3Y4M-ZPw;HugoDécrypte;;yes;1.0;310349;265;207182;FR;2015-11-19T19:48:59.000Z;1432;Géographie et géopolitique
230;UCX9lsdsTKfTi1eqoyL-RS-Q;Mister Geopolitix;;yes;2.0;81262;71;19897;FR;2016-01-19T11:02:57.000Z;1371;Géographie et géopolitique
231;UCKnQwqEcbWMu1qdOnayfbWA;L histoire-géo Au tableau;;yes;3.0;10600;23;10066;FR;2015-09-27T20:29:58.000Z;1485;Géographie et géopolitique
232;UCp6rG9KqxwsdwgVY1D2dqWA;La Geozone;;yes;4.0;3913;55;2694;IO;2016-03-24T17:29:41.000Z;1306;Géographie et géopolitique
233;UCd_ho3fwV39cuki6hKUSwZg;Terra Incognita;;yes;5.0;2328;43;768;FR;2016-02-28T22:54:08.000Z;1330;Géographie et géopolitique
234;UCBo6bcRr2D9UnkMbgeEEMbw;Point G;;yes;6.0;1526;23;283;FR;2016-01-13T20:31:14.000Z;1377;Géographie et géopolitique
235;UCIogkaC9Y6sRbzcz04_66oA;Le Quatrième Mur;;yes;7.0;347;4;71;FR;2014-09-02T12:02:41.000Z;1875;Géographie et géopolitique
236;UCCEnEn-a-1XI3VKMzvk2fSg;UTOPIA Univers;;yes;8.0;246;8;27;not set;2017-07-02T12:23:17.000Z;841;Géographie et géopolitique
237;UC57J0rAl1Ist28Ln2bVji0Q;Craft;;no;;50316;9;7852;FR;2018-12-11T20:42:14.000Z;314;Géographie et géopolitique
238;UCnth18ymcT8EGPrVdi9cRQQ;Tourismes de la Méditerranée;;no;;890;35;352;FR;2014-01-30T00:39:53.000Z;2090;Géographie et géopolitique
239;UC4XwF80kmF5WhngOHsr1-9A;Histoires de Sport;;no;;235;27;365;not set;2016-03-08T16:01:29.000Z;1322;Géographie et géopolitique
240;UClgn1YAOlHPHNuhamI-GyAQ;Kif-kif Bourricot;;no;;496;9;52;FR;2017-05-13T19:50:03.000Z;891;Géographie et géopolitique
241;UCX2dIyMEQMWy3AQBlq1CYXQ;TéléCrayon;;no;;80236;209;96709;FR;2012-09-02T17:48:40.000Z;2605;Géographie et géopolitique
242;UCM7u6DT6iviGUnhs4bQOAmA;G1N0 ツ;;no;;1163;26;174;FR;2015-11-19T20:20:42.000Z;1432;Géographie et géopolitique
243;UCWMjHUlcQpDPCDmwQOncoPg;D où ça vient;;no;;46692;36;6795;FR;2015-10-07T19:06:45.000Z;1475;Géographie et géopolitique
244;UC07z9r4VHsH1mIsWFpc0AVw;Usul2000;;no;;198790;13;76917;not set;2014-03-05T16:31:39.000Z;2056;Géographie et géopolitique
245;UC8wetM391-BKmBh95DEkkdA;Occulture;;no;;159712;50;61446;FR;2016-04-06T13:24:05.000Z;1293;Géographie et géopolitique
246;UCj3ZOi3rawL27HS2Qs3epiA;Le Bizarreum;;no;;8526;23;1031;FR;2017-03-22T13:16:32.000Z;943;Géographie et géopolitique
247;UCzZWsLHHhbOXraXhlc5jzVw;Droguistes;;no;;0;14;34;FR;2015-11-15T23:53:46.000Z;1435;Géographie et géopolitique
248;UC6wF0stG_iXMO4mIXM9g3YQ;EduKey;;no;;5562;37;2205;not set;2016-10-16T22:00:47.000Z;1099;Géographie et géopolitique
249;UC0HxyEc_ojRJ1oJXS5K6oaA;Politikon;;no;;28292;55;8624;FR;2016-03-21T22:10:45.000Z;1308;Géographie et géopolitique
250;UCDB2qWL_20CgNC22fgPz00w;ANALEPSE;;no;;35988;34;5663;FR;2015-08-04T11:39:35.000Z;1539;Géographie et géopolitique
251;UC0cT8BZdFUmC0vgr1XS7aPA;Tatiana Ventôse;;no;;102538;111;71993;not set;2016-09-18T13:38:19.000Z;1128;Géographie et géopolitique
252;UCO2NDv2Q76ur2Muue6WbCWQ;SweetBerry;;no;;3753;148;1105;FR;2015-06-12T08:25:02.000Z;1592;Géographie et géopolitique
253;UCHiwtz2tCEfS17N9A-WoSSw;Pop Culture Detective;;no;;522835;47;354011;US;2008-03-05T19:05:20.000Z;4247;Géographie et géopolitique
254;UCd9w5q5LXZhNxN2RC0IvO2A;Les petits aventuriers;;no;;4284;55;1078;FR;2015-11-20T01:39:45.000Z;1431;Géographie et géopolitique
255;UCVsO79cFjOcoei3PywQEWDA;Rendez-Vous Contes !;;no;;2127;87;962;FR;2016-09-26T19:03:04.000Z;1120;Géographie et géopolitique
256;UCvPKR-ROMXBBJSXEEaHSw_A;Des Petits Plans Dans Les Grands;;no;;304;7;105;FR;2017-02-05T08:33:44.000Z;988;Géographie et géopolitique
257;UC-2EkisRV8h9KsHpslQ1gXA;Et tout le monde s en fout;;no;;491930;63;286306;FR;2017-01-22T18:01:20.000Z;1002;Géographie et géopolitique
258;UCiS98AQGiMcu-cTIO9iZv_g;Code MU;;yes;2.0;69315;77;27342;FR;2014-05-26T09:55:47.000Z;1974;Langue française, langues et linguistique
259;UC3rbgmQApsfAhvQ5Oa0azsQ;Langue des signes;;yes;3.0;15745;737;18719;FR;2014-07-20T21:47:25.000Z;1919;Langue française, langues et linguistique
260;UC1ipKNAWcHhmcqKUEGg1RMg;Le Monde des Langues;;yes;4.0;17557;242;11662;not set;2015-10-19T15:52:28.000Z;1463;Langue française, langues et linguistique
261;UCV7LqtLm0-NW4x1W5AUu-QA;La Minute Belge;;yes;5.0;8480;44;6814;BE;2015-12-21T16:51:22.000Z;1400;Langue française, langues et linguistique
262;UCXw2TBQp-GEhM1bsBASuv8g;Monsieur Wild;;yes;6.0;7765;58;4188;FR;2013-10-20T15:45:34.000Z;2192;Langue française, langues et linguistique
263;UC0efyK_-Athm8yhyjNSqndQ;Les Langues de Cha;;yes;7.0;18832;15;3069;not set;2015-02-18T19:30:09.000Z;1706;Langue française, langues et linguistique
264;UCbMwZeGQwv3lrwELbojTYNw;Signes&Vous;;yes;8.0;2710;48;1859;FR;2015-08-25T10:20:39.000Z;1518;Langue française, langues et linguistique
265;UCNgqo37ZR6hkgvfCc-VLGtA;C est jeune et ça sait tout;;no;;4322;2;310;FR;2017-02-05T01:28:09.000Z;988;Langue française, langues et linguistique
266;UCNhX3WQEkraW3VHPyup8jkQ;Langfocus;;no;;703296;138;645178;CA;2014-08-31T12:39:50.000Z;1877;Langue française, langues et linguistique
267;UCMk_WSPy3EE16aK5HLzCJzw;NativLang;;no;;547824;178;388926;US;2009-12-01T20:09:53.000Z;3611;Langue française, langues et linguistique
268;UCeEb8pfFV5zWNX2fCiG6UDw;L insolente linguiste;;no;;5363;4;522;CA;2016-03-19T16:33:06.000Z;1311;Langue française, langues et linguistique
269;UCW2y2m-mgYg4Y7VLyjIQWWg;Tyllou;;no;;37443;170;17422;not set;2006-05-24T17:14:58.000Z;4898;Langue française, langues et linguistique
270;UCqwEgY8hItR-OLDtNHIBf_Q;B-False;;no;;1499;16;775;not set;2015-04-23T20:02:38.000Z;1642;Langue française, langues et linguistique
271;UCzj9-ZfpJ74vYv1RZzAWTVg;Confessions d Histoire;;no;;127983;11;35968;FR;2015-02-06T09:41:30.000Z;1718;Langue française, langues et linguistique
272;UC_yP2DpIgs5Y1uWC0T03Chw;Joueur Du Grenier;;no;;3244240;122;6727043;not set;2009-09-29T14:07:35.000Z;3674;Langue française, langues et linguistique
273;UCvsT2e-SyiVm4NnTVjzWCkA;Nyo.;;no;;66426;74;11186;FR;2009-04-02T07:05:48.000Z;3854;Langue française, langues et linguistique
274;UCHCph-_jLba_9atyCZJPLQQ;How It Should Have Ended;;no;;8703038;341;22580200;not set;2007-03-05T21:41:41.000Z;4613;Langue française, langues et linguistique
275;UCOpcACMWblDls9Z6GERVi1A;Screen Junkies;;no;;6607481;958;22263374;not set;2008-10-03T18:18:11.000Z;4035;Langue française, langues et linguistique
276;UCzjd9v6DMprAAvOBB4sxBPA;LE GRAND JD;;no;;2370056;236;2507589;CH;2009-05-06T09:38:23.000Z;3820;Langue française, langues et linguistique
277;UCyJDHgrsUKuWLe05GvC2lng;Stupid Economics;;no;;154390;60;37787;FR;2015-06-19T15:33:06.000Z;1585;Langue française, langues et linguistique
278;UCWYxQt9Y3y2CDzXLf2K7xCA;Lanterne Cosmique;;no;;111506;28;41259;not set;2014-10-12T16:01:28.000Z;1835;Langue française, langues et linguistique
279;UCoqP9jjQAFBUH5HOyvoE8-g;Signes&Nous;;no;;470;5;164;not set;2017-01-09T05:05:12.000Z;1015;Langue française, langues et linguistique
